Seller;DataPedido;Pedido;IdSeller;Ciclo;StatusAtendimento;Protocolo;ValorPedido;ValorFrete;Comissao;RepasseLiquido
TRILHA ESPORTE;2024-08-22;97081348601;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-799.90
TRILHA ESPORTE;2024-07-19;96940895801;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.99
TRILHA ESPORTE;2024-08-05;97005871401;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-339.90
TRILHA ESPORTE;2024-08-30;97105246001;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-299.90
TRILHA ESPORTE;2024-08-12;97036186401;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-589.90
TRILHA ESPORTE;2024-07-29;96975148701;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-799.90
TRILHA ESPORTE;2024-09-01;97113482401;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.90
TRILHA ESPORTE;2024-08-30;97106545001;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.90
TRILHA ESPORTE;2024-08-14;97045580001;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-429.90
TRILHA ESPORTE;2024-08-29;97102440001;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-999.90
TRILHA ESPORTE;2024-08-09;97026776101;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-354.90
TRILHA ESPORTE;2024-08-16;97054737501;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-999.90
TRILHA ESPORTE;2024-09-06;97130725501;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.90
TRILHA ESPORTE;2024-07-31;96984966201;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-899.90
TRILHA ESPORTE;2024-09-03;97117236901;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-1999.90
TRILHA ESPORTE;2024-08-11;97034267402;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-299.90
TRILHA ESPORTE;2024-08-21;97075643501;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-369.90
TRILHA ESPORTE;2024-08-04;97000287201;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-699.90
TRILHA ESPORTE;2024-08-28;97099829501;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.90
TRILHA ESPORTE;2024-08-23;97085475001;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.90
TRILHA ESPORTE;2024-08-17;97058782402;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-189.90
TRILHA ESPORTE;2024-08-22;97080457202;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.99
TRILHA ESPORTE;2024-08-23;97082707901;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.90
TRILHA ESPORTE;2024-08-25;97088238901;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.90
TRILHA ESPORTE;2024-08-22;97080457202;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.99
TRILHA ESPORTE;2024-07-04;96884136601;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-339.90
TRILHA ESPORTE;2024-08-03;96998656701;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-429.90
TRILHA ESPORTE;2024-08-18;97059567103;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-17.37
TRILHA ESPORTE;2024-08-13;97043727502;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-46.20
TRILHA ESPORTE;2024-08-21;97075643501;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-17.37
TRILHA ESPORTE;2024-08-17;97058782402;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-16.21
TRILHA ESPORTE;2024-08-16;97054737501;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-46.20
TRILHA ESPORTE;2024-08-06;97012823701;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-23.25
TRILHA ESPORTE;2024-08-23;97085475001;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-17.37
TRILHA ESPORTE;2024-08-22;97081348601;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-23.25
TRILHA ESPORTE;2024-08-25;97088572301;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-27.58
TRILHA ESPORTE;2024-08-05;97005548201;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-23.25
TRILHA ESPORTE;2024-08-17;97058918801;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-25.37
TRILHA ESPORTE;2024-08-21;97078271902;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-23.25
TRILHA ESPORTE;2024-08-30;97105246001;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-23.25
TRILHA ESPORTE;2024-07-28;96970706101;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-26.53
TRILHA ESPORTE;2024-08-22;97079520201;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-68.47
TRILHA ESPORTE;2024-08-29;97102440001;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-44.58
TRILHA ESPORTE;2024-08-23;97082707901;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-23.25
TRILHA ESPORTE;2024-09-03;97117236901;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.93
TRILHA ESPORTE;2024-08-03;96998570002;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-09-01;97113482401;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-28.00
TRILHA ESPORTE;2024-08-06;97013190101;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-52.86
TRILHA ESPORTE;2024-09-02;97115203102;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-44.58
TRILHA ESPORTE;2024-08-22;97080457202;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-17.37
TRILHA ESPORTE;2024-08-22;97080457202;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-17.37
TRILHA ESPORTE;2024-08-22;97080457202;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-17.37
TRILHA ESPORTE;2024-07-20;96944421001;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-26.53
TRILHA ESPORTE;2024-06-06;96774321801;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-17.33
TRILHA ESPORTE;2024-05-29;96737435901;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-17.33
TRILHA ESPORTE;2024-08-13;97041362601;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-44.58
TRILHA ESPORTE;2024-07-24;96958302401;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-44.58
TRILHA ESPORTE;2024-08-13;97043325801;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-16.21
TRILHA ESPORTE;2024-08-14;97045581501;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-26.53
TRILHA ESPORTE;2024-08-03;96998966301;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-44.58
TRILHA ESPORTE;2024-05-02;96628872901;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-17.33
TRILHA ESPORTE;2024-05-19;96697628001;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-17.33
TRILHA ESPORTE;2024-05-23;96714778001;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-17.33
TRILHA ESPORTE;2024-06-10;96791021601;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-08-11;97034352001;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-61.18
TRILHA ESPORTE;2024-06-09;96786568501;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-08-04;97001443701;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-06-26;96844528702;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-07-17;96935262501;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-05-25;96722537501;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-17.33
TRILHA ESPORTE;2024-07-24;96957328603;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-26.53
TRILHA ESPORTE;2024-08-03;96996816901;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-05-26;96726445602;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-17.33
TRILHA ESPORTE;2024-05-28;96733014101;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-17.33
TRILHA ESPORTE;2024-08-01;96986099601;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-16.21
TRILHA ESPORTE;2024-07-27;96968099401;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-06-07;96779879801;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-26.53
TRILHA ESPORTE;2024-06-07;96779060801;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-06-24;96837697901;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-16.21
TRILHA ESPORTE;2024-08-08;97023210601;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-08-22;97079863701;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-08-08;97023890801;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-07-04;96884136601;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-16.21
TRILHA ESPORTE;2024-07-10;96908716301;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-26.53
TRILHA ESPORTE;2024-08-01;96988690202;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-08-24;97086968601;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-44.58
TRILHA ESPORTE;2024-08-04;97000287201;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-26.53
TRILHA ESPORTE;2024-08-04;97001215701;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-09-03;97119130701;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-61.18
TRILHA ESPORTE;2024-08-29;97103325101;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-09-05;97127088801;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-27.58
TRILHA ESPORTE;2024-09-08;97137274702;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-17.37
TRILHA ESPORTE;2024-09-11;97151030001;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-28.00
TRILHA ESPORTE;2024-08-27;97096929901;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-44.58
TRILHA ESPORTE;2024-09-11;97151719401;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-08-30;97106104301;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-44.58
TRILHA ESPORTE;2024-09-12;97158621701;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-23.25
TRILHA ESPORTE;2024-08-24;97086674401;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-63.14
TRILHA ESPORTE;2024-09-11;97149819301;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-23.25
TRILHA ESPORTE;2024-09-13;97164448701;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-23.25
TRILHA ESPORTE;2024-09-16;97175154701;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-23.25
TRILHA ESPORTE;2024-09-19;97183537101;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-09-16;97172826101;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-28.00
TRILHA ESPORTE;2024-09-30;97191510801;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-23.25
TRILHA ESPORTE;2024-09-19;97183476501;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-09-30;97189744001;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-10-01;97201085401;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-46.20
TRILHA ESPORTE;2024-10-01;97201225001;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-09-16;97174135801;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-10-03;97199950401;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-44.58
TRILHA ESPORTE;2024-10-03;97214977501;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-17.37
TRILHA ESPORTE;2024-09-18;97180019001;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-61.18
TRILHA ESPORTE;2024-10-04;97212534901;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-61.18
TRILHA ESPORTE;2024-10-04;97216186601;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-10-05;97202225402;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-08-10;97030470401;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-10-05;97199986901;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-26.53
TRILHA ESPORTE;2024-09-09;97140532102;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.93
TRILHA ESPORTE;2024-10-07;97195350402;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-28.00
TRILHA ESPORTE;2024-10-08;97248425301;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-16.21
TRILHA ESPORTE;2024-08-05;97006102201;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-17.37
TRILHA ESPORTE;2024-08-05;97005871401;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-28.00
TRILHA ESPORTE;2024-08-07;97017720002;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-17.37
TRILHA ESPORTE;2024-09-19;97183689801;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-63.14
TRILHA ESPORTE;2024-08-08;97022791402;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-28.00
TRILHA ESPORTE;2024-08-28;97099829501;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-46.20
TRILHA ESPORTE;2024-08-19;97065114901;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-46.20
TRILHA ESPORTE;2024-08-31;97110376401;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-17.37
TRILHA ESPORTE;2024-09-17;97178563202;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-27.58
TRILHA ESPORTE;2024-10-08;97193188402;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-10-08;97196233201;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-61.18
TRILHA ESPORTE;2024-10-09;97240270301;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-23.25
TRILHA ESPORTE;2024-10-12;97253126201;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-16.21
TRILHA ESPORTE;2024-10-13;97257256201;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-16.21
TRILHA ESPORTE;2024-10-14;97247363101;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-63.14
TRILHA ESPORTE;2024-10-14;97257426203;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-26.53
TRILHA ESPORTE;2024-10-15;97259365801;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.93
TRILHA ESPORTE;2024-10-15;97252287801;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-23.25
TRILHA ESPORTE;2024-10-15;97252982901;pipecaladosnewanymarket;2024-09-20;Descontar Reversa Centauro Envios;-;-;-;-;-21.94
TRILHA ESPORTE;2024-07-05;96809037901;pipecaladosnewanymarket;2024-09-20;Ajuste de Ciclo;-;-;-;-;499.99
TRILHA ESPORTE;2022-12-28;94518446502;pipecaladosnewanymarket;2024-09-20;Descontar Retroativos;-;-;-;-;-466.28
TRILHA ESPORTE;2023-01-12;94569357001;pipecaladosnewanymarket;2024-09-20;Descontar Retroativos;-;-;-;-;-466.28
TRILHA ESPORTE;2023-04-25;94627754501;pipecaladosnewanymarket;2024-09-20;Descontar Retroativos;-;-;-;-;-466.28
TRILHA ESPORTE;2023-01-31;94651764101;pipecaladosnewanymarket;2024-09-20;Descontar Retroativos;-;-;-;-;-466.28
TRILHA ESPORTE;2023-04-13;94662546701;pipecaladosnewanymarket;2024-09-20;Descontar Retroativos;-;-;-;-;-466.28
TRILHA ESPORTE;2023-05-08;95008672003;pipecaladosnewanymarket;2024-09-20;Descontar Retroativos;-;-;-;-;-466.28
TRILHA ESPORTE;2023-05-27;95107173502;pipecaladosnewanymarket;2024-09-20;Descontar Retroativos;-;-;-;-;-466.28
